,sentence0,sentence1
2034,"it is unlikely that the planned protection of the universal provision of services by means of a compensatory fund as a result of which private profits are ploughed back into public services, will last",The maintenance of the universal service means of a compensation fund which could initiate private profits for the benefit of the public service will probably deal fire
2035,"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the of as a whole basically depend - and denmark demonstrated this - on dismantling the social and democratic deficits of european policy",Thirdly: the acceptance of enlargement and its positive prospects for the various countries and for the of as a whole depend - the example of denmark is here to show this - largely to the elimination of social and democratic deficits in european policy
2036,Mr president we took a great deal of care over preparing the Karamanou report in the Committee on citizens freedoms and rights justice and some affairs,Mr. president the committee on citizens and of the rights of citizens justice and the businesses interiors prepared with much care the Karamanou report/ratio.
2037,"There is an urgent need following the recent attacks on the greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in albania",The recent incidents against the greek imperative more the need to promote measures of strengthening the institutions and the respect of human rights in albania
2038,Worst of all a believe is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives,in my eyes there is however nothing worse than to have to inform people that a judgment delivered in their favour could be only one series of comforting words and not to have any practical consequence on their existence
2039,While withdrawing the resolution however I express the conviction that this parliament would have made its voice heard better if in anticipation of the council of nice it had devoted a specific and separate resolution to these important and difficult topics of the intergovernmental conference instead of dealing with them in a single resolution that also embraces all the other points on the council agenda,"in withdrawing our resolution a am however convinced that our parliament would have made its voice heard in dedicating, in view of the nice council a resolution and traditional so important and so difficult to the Intergovernmental conference rather than to deal in the framework of a single resolution including also all the other points of the agenda of the Council."
2040,(Applause),a have already replied on this point and a entirely agree with what he has said about the need to improve considerably the public debate I will not repeat what a said but it is true that all too often citizens feel alienated to decisions that are taken in the bodies that they do not know
2041,in the last three weeks progress has been made in three major areas,These weeks three important have been achieved
2042,"The french presidency thanks you, adam president ladies and gentlemen for this cooperation for your support and also for the warm reception you have given us.",For this co-operation for your support and also for your reception adam the president Mesdames and the european deputies the french presidency thanks you
2043,Mr president I would like to focus in my speech on mrs Lalumière' s report which a think is clearly worded and well put together,"Mr president I shall concentrate in my speech on the report by mrs Lalumière, report that a find well and clearly"
2044,"Mr Gayssot, Greek ships have sunk without warning when there were no storms in the vicinity",Greek ships ran without there being the least storm in trimmings Mr Gayssot.
2045,"There is an urgent need following the recent attacks on the greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in albania",The recent incidents against the greek minority of fimbra more imperative the need to promote measures of democratisation strengthening of the institutions and respect for human rights in Albania.
2046,From the first discussions on this dossier which were held at european level at the initiative of the european parliament the commission has given a commitment to the member States to pursue a course of action designed to develop what we might call a european police culture grounded in the highest standards of duty respect for the rights and freedoms of our citizens and efficiency in the fight against crime,"Since the first thoughts on this issue which took place at european level on the initiative of the european parliament the commission is committed to the member States to promote action to develop what we might regard as a European police culture based on the highest standards in the field of ethics respect for the rights and freedoms of the citizens, and effectiveness in the fight against crime"
2047,Let us as a europe of 15 member states organise ourselves in order to be able to welcome those countries who are knocking at the door into the fold under respectable conditions,Let us organise ourselves in fifteen in order to be able to welcome in the countries that are knocking at our door
2048,This is also the position advocated by the rapporteur and it is shared by the european People' s party,That is the position advocated by the rapporteur and supported by the european peoples party
2049,it is gratifying that parliament has succeeded in producing a large majority in favour of more openness.,it should be delighted that the parliament together a broad majority in favour of greater transparency
2050,Knowledge of foreign languages is accepted as a necessary precursor to mobility,it is accepted that knowledge of foreign languages is a necessary precondition to mobility
2051,a find it rather odd that people are already trying to tie the commissions hands in relation to the proposal for a directive while at the same calling on it to present a green paper on the current situation with regard to optional and supplementary health insurance schemes,a find it a little strange to want as of now forcing the commission to a motion for a resolution and to ask him at the same time to draw up a green paper on the current state of voluntary insurance and supplementary sickness insurance.
2052,But a would like to say to parliament this afternoon that we should not lose sight of the fact that the of spends just p% of GDP and much of that is administered in the member states,"However, a would like to say to the house this afternoon that we should not lose sight of the fact that the european union spends only p% of GDP of the Member states and that most of this money is managed in the member states"
2053,On the other hand we would like to be given a chance to prove to europe that we are able to develop the constitutional equality of serbia and montenegro within yugoslavia on our own by recognising the genuine principles of democracy,"Furthermore, we would like to be able to demonstrate in europe which we are able to develop only the constitutional equality of serbia and montenegro within Yugoslavia, recognising the true democratic principles"
2054,"after all it is by no means certain that the proposed definition of equitable price is better than any other, because the various definitions that are currently in use in the member states are all perfectly satisfactory.",indeed it is absolutely not certain only the definition of fair price which is proposed is better than another because the various definitions used currently in the member States are enough all amply
2055,The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny,The right to a government to remove arbitrarily its Constitution is the defining characteristic of a tyranny
2056,a also voted against a text which calls for the incorporation of the charter of fundamental rights into the eventual treaty of nice,a have also voted against a text that calls for the incorporation of the charter of fundamental rights in the future treaty to be adopted in nice
2057,This is a vague area and it is possible that more restrictive provisions may also remain in force and this is one point in respect of which we have tabled amendments,"Things are not clear on this point and it is not impossible that can also remain in force more restrictive measures, which is particularly on this point that we have tabled amendments"
2058,"Do you think that the austrian model, i.e. bilateral majority resolutions will be used in future as a way of passing resolutions which bypass the european institutions and of forming a new institution or a new group in order to circumvent unanimity in the council",Do you think that the “Austrian” model - namely decision making majority bilateral - will in the future constitute an instrument making it possible to make decisions by being unaware of the European institutions and to found a new institutions or a new group to be able to circumvent the rule of unanimity within the council
2059,"it is unlikely that the planned protection of the universal provision of services by means of a compensatory fund as a result of which private profits are ploughed back into public services, will last",The safeguard of the universal service using compensation funds which would make it possible to engage of the private profits to the profit of the public service will probably make failure.
2060,"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the of as a whole basically depend - and denmark demonstrated this - on dismantling the social and democratic deficits of european policy",Thirdly: the approval of the enlargement and its positive prospects for the different countries and for the of as a whole and - the example of denmark is for us to the point - matters of the social and economic policy
2061,That is a shameful state of affairs when we consider that the of itself is a champion of modernised business practice,it is a shame when they believe that the european union presents itself as the champion of the modernisation of the life
2062,- by party has serious reservations about community law applying to the sale of consumer products as against applying the concept of mutual recognition of standards,"My party expresses serious reservations about the regulation of the sale of consumer goods by means of community legislation, as it makes reservations about the concept of mutual recognition of standards"
2063,"On my own behalf and on behalf of my colleagues in the committee on fisheries a would ask you adam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both brittany and in Marín, alicia from where the majority of the victims came",Madam president a ask you on behalf of my colleagues of the commission and on my own behalf to send a message from parliament to the families of the victims and the local authorities of both of city of alicia where they are in the majority of victims
2064,"a call on prague to respond to this signal this challenge, this plea for dialogue to grant our request and to ensure together with our house that this legacy of a nationalist era can be consigned to the past","a urge that to seize this motion, this invitation this request of dialogue to give further and to make sure that, together with this assembly these relics of a nationalist might be"
2065,"Mr Gayssot, Greek ships have sunk without warning when there were no storms in the vicinity",Ships greeks have sunk without that there are the slightest storm in the exist or Gayssot.
2066,People with the same business affairs in common are peacefully bound to one another,The common economic activities create peaceful bonds between the people
2067,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits","Secondly, it is necessary to say not to the concept to accept at the same time an important group of countries because this would be in contradiction with the principle of the admission of each country according to its merits"
2068,Let us as a europe of 15 member states organise ourselves in order to be able to welcome those countries who are knocking at the door into the fold under respectable conditions,Let us can organize itself to Fifteen in order to be able to accomodate under right conditions the countries which strike with our door
2069,The aim of the annual review is to identify such potential improvements,The annual report aims to identify potential such improvements
2070,This is our priority fight in order to ensure that the affirmation of fundamental rights is put into practice in our political decisions,This is our struggle for priority that the affirmation of fundamental rights to be implemented in political choices
2071,a also voted against a text which calls for the incorporation of the charter of fundamental rights into the eventual treaty of nice,a have also voted against a text which calls for the incorporation of the charter of fundamental rights into the future treaty which will be adopted in nice
2072,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits","Secondly, we must say no' to the concept which bang would admit that at the same time an important group of countries, because that would be at odds with the principle of the admission of each country on its merits"
2073,The of labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the Inf on reinforced cooperation without endorsing every single detail.,. the British labour members of the group of the party of european Socialists welcomes the support given to the contribution they have made to the work of the Inf on closer cooperation without adhering fully to all the details of it.
2074,"On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the european parliament is being given more power.","On the contrary, the influence of the national democracies fall into force by the further restriction of the right of veto and to increasing the power of parliament to the EU."
2075,"The resolution on Nice, voted today does not reflect this",The resolution about the summit of nice which has just been voted does not reflect it.
2076,This is no time for the faint-hearted,This is not the time to show
2077,"Firstly, simplification and clarification of the treaties",initially that of a simplification and a clarification of the Treaties.
2078,is there is still a lot of uncertainty we must know what the scientific facts are and what action must be taken,"We need to know today since we are still in uncertainty, what are the scientific data, what measures are to be taken"
2079,"On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the european parliament is being given more power.","On the contrary, the power of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the european parliament is being given more power."
2080,The of labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the Inf on reinforced cooperation without endorsing every single detail.,it the british labour members of the group of the party of european socialists is very welcome to the contribution that they have continuous work of the Inf on the cooperation without all the details of this
2081,Spain has done a magnificent job in turning round the difficult neighbourly relations which europe and North africa and pain and morocco have suffered during the course of history.,Spain developed in a remarkably positive way the difficult vicinity which always existed between europe and north africa and between pain and morocco
2082,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits","Secondly, we must say no' to the concept bang who would like to see the same time admit a large group of countries because that would be in contradiction with the principle of the admission of each country according to its merits."
2083,There is of course one crucial events namely that a start has been made with category four and with looking at ways how we will deal with it but it is not yet entirely clear whether we have managed to resolve this partly because the council refuses to have sufficient input in the attendant thought processes,There is of course a very important point it is the fact that we started the heading four with its approach but we do not know yet very well if we managed to solve the problem in particular because the council does not wish to take part sufficiently in the reflexion
2084,in nigeria chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the harri naval based,in nigeria encouraging the violence in their employment and go up to pay soldiers to draw on the demonstrators at the basis of warri.
2085,The european council will also discuss the state of progress of the accession negotiations and hence of the enlargement,"The european council will discuss also of the state of progress of accession negotiations, and therefore of enlargement"
2086,a should like to thank the rapporteur of the committee on foreign affairs Human rights common Security and defence policy or broke for his clear comprehensive report.,"a thank the rapporteur for the committee on foreign affairs or Brok, for his clear and comprehensive report"
2087,a stress this point because the market cannon regulate everything which is why competition is not completely unrestricted nor should it be,a stress this point because the market cannon regulate everything and that in this context it is not or cannon be competitive without borders
2088,One could indeed wish for more and for improvement but a honestly believe that we have made a good start,We can in fact want more and better but a believe that it is a good start.
2089,The committee on Legal Affairs and the internal market rightly insists on no upper limit and a minimum of no less than 74.,it is rightly that the committee on legal affairs and citizens rights persists in the rejection of a ceiling and in the maintenance of a minimum rate which cannon be below 74.
2090,We have started to exchange ideas on this question from which it has emerged that all the member States want to maintain this ceiling after enlargement,We have started to have discussions on this issue which show that all the member States want to keep the ceiling after enlargement
2091,We have started to exchange ideas on this question from which it has emerged that all the member States want to maintain this ceiling after enlargement,We have started to have trade on this issue where it appears that all member States wish to maintain this ceiling after enlargement
2092,a wonder if the commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the serbian people and the only partner with whom the european union is involved as from today.,a wonder whether the commissioner already provides steps which will make it possible to show that we regard Kostunica as the legally elected representative of the serbian people and as a partner with whom the european union will now have to deal with
2093,The other viewpoint illustrated by the rapporteur s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection,The other point of view illustrated by the rapporteur original and shared by many colleagues is to promote the rules and codes of conduct needed to build between insurers forms of degree of costs guaranteeing all the supply of good quality care and to counter the risks of discriminatory practices and a risk selection and customers.
2094,"Unfortunately, the ultimate objective of a european constitution would be precisely the opposite and so, of course we cannot vote for it.",Unfortunately the final objective of a european constitution would be exactly the opposite course and we cannon approve it.
2095,"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the of as a whole basically depend - and denmark demonstrated this - on dismantling the social and democratic deficits of european policy","Thirdly, the acceptance of enlargement and its positive prospects for the various countries and for the whole of the of depend - the example of denmark is here to show this - largely to the elimination of social and democratic deficits of european policy"
2096,Slovakia has not been condemned to the second division and it is logical that it should like to join together with the czech republic,Slovakia is not doomed to remain in the second group and it is logical that it wants to join the union at the same time as the czech republic
2097,a should like to thank the rapporteur of the committee on foreign affairs Human rights common Security and defence policy or broke for his clear comprehensive report.,"a would like to thank the rapporteur of the committee on foreign Affairs, human rights Common security and defence policy or Brok, for his clear and comprehensive report"
2098,vastly and most controversially the committee strongly called for the use of a fast-track procedure to implement this legislation,"Finally, and this is a most controversial issue the commission has called vigorously to use the fast-track procedure to implement this legislation"
2099,Mr president I voted for the García-Margallo y earful report on the taxation of electronic commerce,"Mr. president a have voting in favour of the report García-Margallo there Marfil, which relates to the tax on the abundant services with electronic way"
2100,either we are in a club or we are out of it and it is particularly important that we accept this,"either we part of the club or we are not, and we must therefore we bow to this decision."
2101,on the situation in burma,On the situation in burma
2102,The other viewpoint illustrated by the rapporteur s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection,The other point of view illustrated by the example of the original rapporteur and shared by many colleagues is to promote the regulations and codes of conduct needed to created between insurers the forms of mutual costs guaranteeing to all the provision of high-quality care and to counter the risk of seeing develop discriminatory practices and a risk selection and customers.
2103,it is a matter of the utmost importance and yet has curiously attracted very little public attention,The task which is important however did not arouse great interest on the part of the public yet
2104,The lesson for this parliament this morning must be that we have to conclude that maritime laws throughout the world are in a state of shambles and we have to begin the process of putting them right,The lesson must retain this house in its debate this morning is that we are forced to conclude that the maritime laws are in the world in a state of mess and that we must get down to the task of up
2105,That is a shameful state of affairs when we consider that the of itself is a champion of modernised business practice,it is a shame when it is thought that the european union is posed as a champion modernization of the economic life
2106,and a am telling you loud and clear Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months but meanwhile a do want the introduction of those two new budget lines democratisation and reconstruction to be accompanied by political conditions both from a political and budgetary perspective.,and a say this very clearly it is necessary to give its chance to Kostunica and a hope that it will take time to a clear in the course of the coming weeks or months but in the meantime a hope however that in terms of policy and in terms of the budget the political conditions are the introduction of these two new budget lines namely the and reconstruction.
2107,On the other hand we would like to be given a chance to prove to europe that we are able to develop the constitutional equality of serbia and montenegro within yugoslavia on our own by recognising the genuine principles of democracy,"Furthermore, we would have a chance to demonstrate to europe that we are in a position to develop the constitutional equality of serbia and montenegro in yugoslavia recognising the real democratic principles"
2108,"of we want to help Indonesia we must act now with money and deeds, not merely words","of we want to help Indonesia, we must intervene with money and concrete actions, and not only with words"
2109,a find it rather odd that people are already trying to tie the commissions hands in relation to the proposal for a directive while at the same calling on it to present a green paper on the current situation with regard to optional and supplementary health insurance schemes,a am a bit of him now to compel the commission to a motion for a resolution and ask him in a time to establish a green paper on the current State of voluntary insurance and health insurance
2110,There is of course one crucial events namely that a start has been made with category four and with looking at ways how we will deal with it but it is not yet entirely clear whether we have managed to resolve this partly because the council refuses to have sufficient input in the attendant thought processes,There is of course a very important point is the fact that we have initiated within category four with his approach but we do not yet know very well if we managed to solve the problem not least because the council does not wish to participate enough food for thought
2111,That made them heavily dependent on loans,a development which has made heavily dependent on capital loans
2112,Slovakia has not been condemned to the second division and it is logical that it should like to join together with the czech republic,Slovakia is not condemned to remain in the second group and it is logical that she wants to adhere to the union at the same time as the Czech republic
2113,Question to 6 by (H-0886/00):,question no 6 of (H-0886/00):
2114,Worst of all a believe is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives,in my view there is nothing worse than having to warn people that a judgment in their favour could only be a series of reassuring words and have no practical effect on their existence
2115,"Firstly, simplification and clarification of the treaties","Firstly, that of a simplification and clarification of the treaties"
2116,Whilst employment may be the european Union' s priority policy fisheries as another economic sector cannon remain on the sidelines,of employment is the political priority of the union fishing as an economic sector cannon remain on the sidelines
2117,We have heard that the previous council Presidency first restructured and then scrapped the ministry for quality.,We have heard that the previous presidency has first restructured and then dismantled the ministry of equal opportunities
2118,is there is still a lot of uncertainty we must know what the scientific facts are and what action must be taken,it is necessary to know today since we are still in the uncertainty which are the scientific what are the measures to take
2119,a stress this point because the market cannon regulate everything which is why competition is not completely unrestricted nor should it be,a insist on this point because the market cannot regulate everything and that in this perspective there is neither can be no competition without limits
2120,They will keep the pressure on and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams,They will continue to put the pressure the money that they gain with the distribution beyond the limit of the 150 grams makes it possible them to reinforce their position.
2121,a also voted against a text which calls for the incorporation of the charter of fundamental rights into the eventual treaty of nice,a also voted against a text which calls for the integration of the charter of fundamental rights in the future treaty which will be adopted at nice
2122,of we define a clear binding framework for the member states then there should be a longer evaluation period for the various support systems required to satisfy these requirements,of we define a clear and binding framework for the member states the various systems to meet these demands should have a longer period of put to the test
2123,Mr president ladies and gentlemen a should like to say a few words on the joint resolution which will of course be passed,Mr president ladies and gentlemen a would like to speak on the joint resolution that we shall of course be voting
2124,Question to 6 by (H-0886/00):,Question 6 7e-0886 / 0044
2125,This is our priority fight in order to ensure that the affirmation of fundamental rights is put into practice in our political decisions,That is our fight priority for the affirmation of fundamental rights is implemented in political choices
2126,"The council of Europe, along with the court of human rights has a wealth of experience of such forms of supervision and we can build on these",is the court of human rights the Council of europe has also a solid experience regarding such forms of control we can take to basis.
2127,Reiterating the calls made by the european parliament in its resolution of 16 march 2000 what initiatives does the presidency of the european council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the of peace plan,is the european parliament called for in its resolution of 16 march 2000 they initiatives the European council presidency intend to take to play a more active role in order to ensure the full implementation of the of peace plan
2128,There is of course one crucial events namely that a start has been made with category four and with looking at ways how we will deal with it but it is not yet entirely clear whether we have managed to resolve this partly because the council refuses to have sufficient input in the attendant thought processes,There is of course a very important point is the fact that we have begun category four with his approach but we do not yet know very well if we managed to solve the problem not least because the council does not wish to participate in the discussion
2129,"of we want to help Indonesia we must act now with money and deeds, not merely words","of we want to help Indonesia, we must act now with money and concrete action and not only with words"
2130,"Firstly, simplification and clarification of the treaties","Firstly, the simplification and clarification of the treaties"
2131,This rule can be applied equally to all recreational but dangerous drugs when no one but the person consuming the drug is likely to be affected,This rule can apply to all drugs récréationnelles provided that the consumer but dangerous drugs is the only to run risks
2132,"Unfortunately, the ultimate objective of a european constitution would be precisely the opposite and so, of course we cannot vote for it.","Unfortunately the ultimate goal of a european constitution would be exactly the opposite and, of course we cannot approve it."
2133,all those who are at present engaged in illicit work would obtain work with decent social conditions,Everyone who works are currently obtiendraient undeclared work in decent social conditions
2134,"Do you think that the austrian model, i.e. bilateral majority resolutions will be used in future as a way of passing resolutions which bypass the european institutions and of forming a new institution or a new group in order to circumvent unanimity in the council",Do you think the austrian model '' - namely the bilateral majority decision-making - will in future an instrument to take decisions by ignoring the European institutions and to set up a new institutions or a new group in order to get round the unanimity rule in the council
2135,The labelling of beef that was agreed on which is a minimum form of labelling and only came into force two and a half months ago does not make it possible for the origin of animals to be adequately traced and we were very slow to ban specified risk materials,The labelling of beef which has been decided which is a minimum labelling and which has only been in force for two and a half months ago does not properly to trace the origin of animals and we have banned rather belatedly specified risk material
2136,"Do you think that the austrian model, i.e. bilateral majority resolutions will be used in future as a way of passing resolutions which bypass the european institutions and of forming a new institution or a new group in order to circumvent unanimity in the council",Do you believe that the austrian model - namely the taking of bilateral majority decisions - in the future will be an instrument for taking decisions ignoring the european institutions and to build a new institutions or a new group to be able to circumvent the rule of unanimity in the council
2137,either we are in a club or we are out of it and it is particularly important that we accept this,either we belong to the club or let us not be we and we thus should be folded with this decision.
2138,a stress this point because the market cannon regulate everything which is why competition is not completely unrestricted nor should it be,a stress this because the market cannon solve all and that accordingly there is not and cannon have competition without limits
2139,Reiterating the calls made by the european parliament in its resolution of 16 march 2000 what initiatives does the presidency of the european council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the of peace plan,is the european parliament has called for in its resolution of 16 march 2000 that they initiatives will the presidency of the european council intend to take to play a more active role in order to ensure the full implementation of the of peace plan
2140,But a would like to say to parliament this afternoon that we should not lose sight of the fact that the of spends just p% of GDP and much of that is administered in the member states,"Nevertheless, a would like to say to the idea that we must not lose sight of the fact that the european Union does not believe that 1% of the GDP of the member States and that the bulk of this money is managed in the member states"
2141,in the last three weeks progress has been made in three major areas,in recent weeks three major progress has been made
2142,That is a shameful state of affairs when we consider that the of itself is a champion of modernised business practice,it is a disgrace when it is believed that the european union has set itself up as a champion modernisation of economic life
2143,Mr president I would like to focus in my speech on mrs Lalumière' s report which a think is clearly worded and well put together,Mr president in my speech a shall focus on the report by mrs Lalumière report which a think is well thought-out and clearly formulated
2144,above all when a one-man company or a company with fewer than 250 employees has a project it should not need to provide 1209 loan guarantees in the form of land to receive financing; it should also be possible for it to be funded on the basis of a good idea,above all when a company or unipersonnelle a society relying less than 250 employees has a project it must be possible to receive funding not only with a guarantee to 12035 but also on the simple basis of a good idea
2145,it must genuinely be a centre for coordinating the network of national agencies which in turn must activate and coordinate a network of centres of excellence for food safety at the level of the individual regions.,it must be the true brain coordination of the network of national agencies which in turn will activate and coordinate a network of centres of excellence food safety at regional level
2146,a should also have liked the court of auditors report to have been a little more user-friendly and to have provided a number of clear recommendations for example one or two per chapter,a would also that the report of the court of auditors was that it had some clear recommendations - for example one or two recommendations by chapter
2147,"The resolution on Nice, voted today does not reflect this",The resolution on the nice summit which has just been voted do not reflect
2148,From the first discussions on this dossier which were held at european level at the initiative of the european parliament the commission has given a commitment to the member States to pursue a course of action designed to develop what we might call a european police culture grounded in the highest standards of duty respect for the rights and freedoms of our citizens and efficiency in the fight against crime,"Since the first thoughts on this issue which took place at european level on the initiative of the european parliament the commission committed itself in relation to the member states to promote an action intended to develop what we could describe as a european commissioner culture, based on the highest standards of ethics respect for human rights and freedoms and effectiveness in the fight against crime"
2149,"On my own behalf and on behalf of my colleagues in the committee on fisheries a would ask you adam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both brittany and in Marín, alicia from where the majority of the victims came","Madam president a ask you on behalf of my colleagues in the committee on fisheries and on my own behalf to send a message of condolence from Parliament to the families of the victims and the local authorities of both Brittany that Marín, city of alicia where are from most of the victims"
2150,a stress this point because the market cannon regulate everything which is why competition is not completely unrestricted nor should it be,a stress this because the market cannon solve all and that in this sense there is no cannon be competitive without limits.
2151,Given this situation there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment,Faced with these realities the need for greater involvement and greater efficiency in the fight against poverty and underdevelopment is essential
2152,Mr president we took a great deal of care over preparing the Karamanou report in the Committee on citizens freedoms and rights justice and some affairs,Mr president the Committee on citizens freedoms and rights justice and internal affairs has prepared with great care the Karamanou report
2153,is long ago as 1996 the european parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.,in 19963 the european parliament has voted in favour of a ban on the use of meat and bone meal in the European union in accordance with the precautionary principle - if only we had listened to
2154,Mr president we took a great deal of care over preparing the Karamanou report in the Committee on citizens freedoms and rights justice and some affairs,Mr president the Committee on citizens freedoms and rights justice and we are to retain any prepared very carefully the Karamanou report
2155,The of labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the Inf on reinforced cooperation without endorsing every single detail.,"The of labour Members of the PSE Group welcome the favourable reception reserved for the contribution they have made to the ongoing work of the Inf on reinforced cooperation, without endorsing totally at all the details of this"
2156,There has been a budget heading for the funding of mine clearance and prevention programmes for many years now,a budget line programmes and of many years
2157,vastly and most controversially the committee strongly called for the use of a fast-track procedure to implement this legislation,"Finally, and this is a controversial issue the commission has called with force to use the fast-track procedure to implement this legislation"
2158,a find it rather odd that people are already trying to tie the commissions hands in relation to the proposal for a directive while at the same calling on it to present a green paper on the current situation with regard to optional and supplementary health insurance schemes,a find it a little strange to try to now force the commission to a motion for a resolution and ask him in a same time to establish a Green paper on the current state of voluntary insurance and health insurance complementary
2159,"B5-0794/2000, by or medina ortega or Linkohr and or naval on behalf of the group of the Party of European Socialists, on the kidnap in colombia of a spanish jesuit engaged in negotiations with the guerillas;","(B5-0794 / 2000 by or medina ortega or Linkohr and or naval on behalf of the group of the Party of European Socialists, on the kidnapping of a spanish sophistry in colombia engaged in negotiations with the guerillas;"
2160,is long ago as 1996 the european parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.,Since 19963 the european parliament decided in favour of a ban on the use of meat meal in the european union in accordance with the precautionary principle - if only we had been listened to
2161,"Finally, a welcome the idea that we should review the implementation of the programme annually",Finally a welcome the idea of us to give an annual assessment of the implementation of the programme.
2162,a wonder if the commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the serbian people and the only partner with whom the european union is involved as from today.,a wonder whether the commissioner already provides for steps to show that we consider Kostunica as the legally elected representative of the serbian people and as a partner with which the european union will now have to deal with
2163,While withdrawing the resolution however I express the conviction that this parliament would have made its voice heard better if in anticipation of the council of nice it had devoted a specific and separate resolution to these important and difficult topics of the intergovernmental conference instead of dealing with them in a single resolution that also embraces all the other points on the council agenda,By withdrawing our resolution a nevertheless expresses the conviction that our parliament would have done better its voice heard in devoting in view of the nice european council a specific and separate resolution to the issues so important and so difficult for the intergovernmental conference rather than dealt with in the context of a single resolution including also all the other items on the agenda for the council
2164,it is this kind of future a would also like to see in the other countries within the European union,This is a development of the kind that a wish the other states of the european union
